id,latitude,longitude,width,height,size,name,description,caption,good
7557,46,2,604,452,60,1390,,330 2008 2085 1920 78 727 1905 1460 36 740 1390,0
7558,42,-72,604,453,28,1233 222,,2107 705 232 51 1195 161 1905 31,0
7559,37,-122,720,430,3,1215 206,,,0
7560,39,-96,540,720,12,,1435 619,903 51,0
7561,38,-122,518,620,3,1716 1095 206 845,1611 1105 1716 853 193 1365 166 370 51 24 1905 1130 778 206 949 174 845 43 2144,370,0
7562,42,-71,720,480,96,1237 2002,,1402 568 744 200 158 483,0
7563,38,-122,290,406,4,802,,1644 786 737 44 2107 2102 78 166 293 51 535 2114 2043 525 146 2071 652 224 2089 1088 2111,0
7564,15,100,720,540,17,1897,,709 1897 1061 1694 297 1463 1166 1458 875 743 1051 1348 166 276 2146 2080 1772 161 480 1844 128 1162 1256 915 1905 1768 36 740 1527 1896 2144 1396 2089 483 1011,0
7565,-29,24,604,402,4,1832 1905 157,,,1
7566,51,9,453,604,129,1862 762,650 51 1993 1806 1862 762 2077 87,370 142 1092 712 921 2080 2033 1862 855 209 1492 276 466 1340 1435 1920 742 1369 1873 1702 448 771 1104 97 762 838 2092 876 78 534 2121 525 2064 2140 250 345 1257 744 1058 735 1153 51 764 2094 194 650 973 1363 2142 128 1914 1544 1905 442 6 1583 2077 1431 2144 92 1916 1365 643 235 1090 1508 1128 710 2088 2050 1993 1262 559 2136 1167 1120 1538 531 968,1
7567,46,12,720,540,17,,1446 513,830 500 1303 709 2090 968 193 688 1348 6 1920 1783 1915 271 51 1905 915 1113 613 2054 1185 965 256 1554 234 284 933 1450 1984 1770 505 175 362 1638 681 2144,1
7568,40,-107,480,640,15,2107 1905 642,,,0
7569,41,-72,720,540,46,,,,0
7570,23,-102,453,604,88,1237 2002,,1452 1207 498 2121,1
7571,33,-80,403,604,60,1557 34 1071,,1920 853 51 35 712 1900 1126,0
7572,40,-75,540,720,117,1036,1644 51 1036,434 1578 687 891 2107 826 194 51 1036 2054 415 624 712 685 97 1538 774 1429 2144,0
7573,43,-78,604,453,54,,2123 617 1123 1905 87,2020 234 1571 2143 2006 1060 1302,0
7574,47,-110,604,453,52,1936 1085,1348 2069 51 541 1091 1575 1905 1911 1350 718 367 1187,517 919 646,1
7575,54,-2,604,604,31,,1117 51 1976 1905,,0
7576,13,145,604,453,22,599 817,1644 643 792 605 611 1920 1128 1365 2020 51 405,1281 786 962 643 891 1914 440 1304 589 193 474 45 1365 546 1096 51 2020 876 1393 1806 453 1905 1834 855 41 250 916 729 548 1143 2144 439,0
7577,45,-118,604,453,13,,1573 1905 1443 740,1358 1391 2029 1265 370,0
7578,56,10,453,604,100,1237 2002,,764 500 1254 671 51 712 1302 120,0
7579,43,-85,604,453,54,900,,1174 1158,0
7580,15,19,480,385,1,335 51 1020,,,0
7581,42,44,604,452,36,2036 997 1901,1369 760 293 997 2070 740 1901 2033,,0
7582,36,-83,604,402,8,1314 1976,,687 863 1391 1578 847 919 2107 650 2108 1905 1933 1680 701 2054 1686 1092 388 587 1423 2061 1368 884 307 1121 1143 1924,1
7583,34,-118,604,453,45,287 2105,,522,0
7584,39,-77,720,540,5,351,,,1
7585,34,-118,453,604,29,353 1272,,1908 891 1870 1100 1254 671 286 875 1535 655 2080 749 232 128 51 2059 596 68 1333 1905 1405 393 1592 1350 1235 850 36 1081 1158 1692 1120 1929 1429 582,0
7586,-34,18,720,540,55,304 1962,,346 1677 434 2107 1365 51 1905 2076 1856 2088 1318 125 807 1011 527 2144,1
7587,10,-86,482,720,21,1970 1426,,808 924 44 1463 963 1552 1783 161 288 90 1905 1207 404 2131 1851 498 1125 399 432 916 1373 1560 1368 246 2006 389 1594,1
7588,33,-84,720,540,87,1237 2002,,1455,0
7589,25,-82,453,604,57,24 120,,712 142 1434 427 1092 1130 161 1026 903 1644 1302 2138 504 960 276 1350 1578 1445 1274 1236 1920 1749 828 1379 847 78 990 1845 2054 211 876 297 1076 259 1095 1589 41 554 1257 1048 1580 744 1685 830 745 992 156 1410 698 1667 1306 1363 1819 128 831 1582 1905 1525 176 632 262 1478 1934 984 519 1564 2077 1593 1365 1318 444 1527 634 539 957 121 748 1746 207 1423 1917 36 359 2069 2107 1309 2060 1889 1348 1025 474 1842,0
7590,11,105,604,453,47,292,,,1
7591,34,-84,440,576,9,,,,0
7592,45,-93,720,539,10,295,,1029 1905 992 190 295,0
7593,34,-118,420,604,30,,121 880 737 891 886 1755 848 1838 1393 51 744 1905 1867 712 1950 36 817 1829 1846 829 1907 120 2144 1627 2023,,0
7594,45,-116,720,480,13,540 1135,1694 1749 589 2107 826 540 51 1905 1135 1306 619 740 1197 829 807,,0
7595,60,-95,604,453,82,1782 1838,,1612 298 898 1905 668 1895 752,1
7596,46,2,604,339,16,367,,,0
7597,39,-77,453,604,24,1426 421,,,0
7598,41,2,403,604,3,148 2137 1302 483 87 2045,671 1898 370 51 1905 1938 2054 2126 1895 740 207 1913 87 2045,148 368 221 1167 51 79 332 1905 267 498 1164 1615 1445,1
7599,19,-96,604,403,40,1435 1207 978,924 1920 1905 404 2131 613 2054 174 1445 1368 428 439,,1
7600,62,15,471,720,29,491 1423,,1644 22 875 1306 2071 1857,0
7601,47,-110,255,306,12,,758,1149 903 689 1724 1251 703,0
7602,36,-120,604,453,64,288,1128 276 843 1916 2054,1710 687 2090 1254 1914 880 1958 1920 177 276 51 1635 1905 288 178 712 679 1350 2076 789 1268 1912 1088 1033 1990 1627,0
7603,42,12,483,604,57,1586,,1434 1263 845 1130 921 1586 2080 1368 741 1235 342 1340 1587 647 723 875 448 68 600 2054 1370 1912 1437 2140 1770 2112 1903 849 2084 1999 1277 1315 1771 308 1182 1192 1363 1268 1306 1420 2019 24 1335 1240 1905 651 91 72 148 1611 766 890 2144 92 1536 1403 643 1185 796 1461 36 1062 2107 1309 711 1585 2146 588 1842,0
7604,30,-95,604,453,12,1426 1527,1105 22 853 1920 716 2086 876 167 1905 921 712 1752 1324 1445 2144 582,1035 1092 1130 2137 883 712 1548 1909 313 608 741 1311 1539 922 2119 903 1302 1796 2043 485 1150 1815 1644 1445 2148 1217 1426 1084 1920 1702 876 705 686 1275 1294 1123 1817 278 145 354 297 345 1333 79 763 1257 1922 41 953 2074 1903 754 1685 849 51 716 1410 1011 308 1391 1135 1914 1895 1572 1990 14 1097 385 290 1905 1212 1573 1735 443 6 2096 1802 681 2144 2049 1365 1574 1907 1318 1527 1337 1584 2107 1651 1062 2126 549 169 65 1034 1319 1889 540 1490 2089 1120 740 2146 1348,0
7605,28,-82,604,453,16,,,1908 1061 643 2073 1050 1919 687 748 583 1903 1639 1029 6 457 177 540 1123 1365 672 1569 51 2059 1905 992 1130 822 712 146 1950 993 443 289 36 828 949 548 1912 1428 763 1368 1924 494 2144 2111 43 791,0
7606,15,100,604,453,60,95 1231,,1350 1905 1572 166 2072 925 1924 1221 1147 740 1813 962 666 1406 1776 1073 56 1573 907 1758 352 426 1203 1277 2054 685 815 1777 889 593 1333 297 1907 1315 1870 871 168 1352 1112 1519 483 1445 1797 1945 2056 1279 1871 983 354 650 1538 1908 613 798 1520 1113 1039 1742 891 1594 910 2094 614 540 355 22 2131 78 263 2076 1262 1632 41 763 1984 1873 1725 2095 1596 893 2040 2059 1171 1153 6 709 1597 2060 691 876 1986 1376 44 1302 803 1691 1765 581 766 1913 674 2117 970 341 1858 1525 193 2006 1340 471 730 2136 1914 601 2007 1896 1933 712 546 509 343 1897 1749 2119 436 1324 177 1102 214 1380 2083 1306 215 1029 67 807 1566 1455 1492 1159 142 290 1363 697 1104 771 438 2085 1900 87 1179 1105 809 550 624 1734 735 1235 828 1161 1975 643 2049 51 921 847 292 1772 1143 1365 736 773 144 1920 1162 792 718 1532 274 2050 1088 903 737 293 1033 404 1292 423 1829 830 571 1755 1607 1348 1922 2107 405 276 2089 128 2034 1516 184 1368 2145 36 1479 1257 924 1627 1997 1035,1
7607,42,-71,428,604,17,1435 1499,,1006 2107 1629 804 51,0
7608,38,-122,603,604,44,1820 110 1730,,137 1820 1694 737 110 1766 2107 474 51 475 772 794 1713 740 1730 21,0
7609,34,-117,483,604,12,,1426 142,489 1644 1391 1006 874 209 1920 2107 1827 353 2146 1365 2075 1905 288 1405 1174 1845 366 2016 2077 1461 2000 1302 901 1088 692,0
7610,40,-75,604,452,57,330 370,1644 1127 869 1912,1905,0
7611,34,-117,453,604,30,885 51 689 202 164 197,,885 2084 957 671 429 1920 2107 534 1216 688 1464 78 1217 128 689 876 2119 1063 79 68 1905 1460 1306 712 2054 718 1917 438 845 1725 1153 1318 1566 1225 1874 917 164 197 483,0
7612,32,-82,720,540,13,,,683 221 51 128 206 2054 1268 845 1120 1577,0
7613,24,121,604,453,10,1976 75 1869,,,1
7614,33,65,250,268,6,2046 1426,,203 1755 975 51 250 1009 978,0
7615,31,-98,453,604,12,1955,1787 1435 671 1898 193 386 78 276 958 1332 876 1124 1905 1350 1955 14 1950 80 1895 1274 1692 169,830 2106 1903 297 1694 853 1579 177 508 1905 1836,0
7616,38,-122,720,482,17,,,918 2029 1881 308 242 1062 1535 193 177 2102 2069 540 1970 51 436 755 788 546 1294 2064 1905 1955 712 2098 740 680 1225 1951 587 1143 483,1
7617,36,-120,720,540,113,1838 288,517 1408 2107 51 453 1905 884 802,66 1535 1766 705 177 51 1905 1086 1130 712 696 1258 158 1627 659,0
7618,-10,-55,604,453,60,2013 234,2107 51 2075 1905 1911 756 250 234 680 1571 1874,38 1457 22 1441 1920 644 2107 1860 1569 51 552 893 1905 1608 712 2137 718 322 91 889 394 845 1368 120 857,0
7619,39,-110,720,540,194,1967 2088 1566,1920 34 51 1130 1092 1582 791 2144,1609 129 1535 1905 1313 1961 370 740 407 2146 1221 1739 1369 555 796 1573 2054 685 1092 297 741 1333 38 1537 1870 1426 483 853 1704 1538 1760 835 502 1649 687 854 1224 1076 1816 484 910 1798 1872 540 1280 614 984 1391 1761 22 466 633 2076 1151 1262 337 1410 1780 744 615 97 1318 1096 763 708 597 1485 1430 24 2096 135 1911 1578 912 6 1967 1061 1912 1357 2060 876 303 858 2098 1950 1136 1691 1081 563 378 1821 1932 600 1710 2080 915 1063 434 1840 508 786 1193 1933 601 712 435 472 28 1915 1952 380 1120 1934 1749 1509 1324 1916 991 473 510 917 2064 1361 1028 1435 1306 640 825 807 1917 67 1029 1140 1899 2084 1011 1566 567 1085 2140 1363 438 50 975 1123 531 938 1900 864 69 1845 1808 587 957 661 402 1216 1568 2086 1309 51 1143 1809 1994 662 1402 1217 1920 884 551 1976 829 1458 1569 1680 792 200 1662 552 330 34 1052 1348 571 534 682 1644 830 2088 1903 294 849 2107 2144 609 942 1423 1460 1127 276 1442 887 998 295 517 36 480 1257,1
7620,27,30,320,240,15,1426 1527,,578 2054 1054 2083,0
7621,51,9,720,540,17,,,1117 762 740,0
7622,35,-84,604,453,26,51 884,737 792 957 2107 39 51 1905,712 1539 1976 1805 2119 675 1967 1796 685 1844 1920 39 1369 87 828 1949 524 534 2054 211 876 1123 1959 1617 1912 1950 1361 1599 1333 1960 1618 1903 1951 51 1258 1163 859 346 128 166 708 2076 1905 860 1573 2029 1108 2077 1982 44 671 1726 2125 1365 1023 2116 1052 330 957 1917 1537 568 2107 388 540 616 407 1671 1538 740 1766,1
7623,46,2,604,402,41,,,,1
7624,33,-88,604,453,6,1052,,,0
7625,48,-122,400,600,8,232 1905,,,0
7626,32,-81,720,540,44,,,720 1589 572 1342 1771 1936 655 1590 919 265 1805 2136 24 1905 1955 712 1257 1521 1972 740 636 1153 1593 427 1340 889 796 1143 1572 1363,0
7627,43,13,720,540,14,968,,,1
7628,36,-120,604,453,28,522 1166,,18 1096,0
7629,41,-74,540,720,11,900,,1492 1998 1784 1972 367,0
7630,42,44,604,453,100,1237 2002,,760 76,0
7631,38,127,720,404,2,2000,330 1045 2107 744 1905 2000 1934 1302 1143,974 193 51 1674 740 735 1302 1869,0
7632,13,-85,720,540,57,1305,,1905 166 740 2146 1517 962 1369 537 611 2054 1851 1962 926 297 1796 1556 1926 668 1075 1112 1982 650 1538 1612 687 354 1520 484 540 1058 892 2039 2076 1040 1780 78 485 1225 763 615 2058 652 393 1374 2133 1171 2041 1412 6 1560 1690 1061 432 1912 913 673 44 1229 1914 508 2099 1082 786 194 712 509 176 1952 916 620 2100 1305 177 547 1990 1898 1010 381 1547 1917 289 1140 530 1011 1918 2029 1363 1104 1493 679 1123 87 957 1771 2141 1845 1494 88 1309 273 643 680 51 1605 1920 792 1569 903 1976 182 1348 1108 1478 1589 1978 2089 1423 128 498 646 739 517 702 1849 1553 1257,1
7633,43,13,540,720,59,968,,1905,1
7634,31,36,540,720,63,1518 809 740 802,,1518 2107 51 328 999,0
7635,40,45,720,540,28,1650,,1568 2107 343 1857 87,0
7636,15,100,604,453,31,1897,,,1
7637,45,12,604,403,23,2021,1061 484 968 1815 1920 1062 595 370 2054 2021 1433 1538 1363,687 610 445 1870 1309 1612 1162 744 1883 1905 624 2021 2060 916 740 1802 1824 1170 2083 1566 1500 483 1968 2144 1363,1
7638,-29,24,640,480,2,1228,,1116 1903 165 1705 1573 6 853 1766 1350 20 1335,0
7639,38,-123,604,453,42,288 1901,,2023 1605 1434 845 1092 1510 1130 921 712 2080 1871 1121 1682 1340 1587 276 1435 1559 628 1920 999 1104 2054 534 1627 373 2083 1912 1152 563 1143 174 1257 2074 1903 849 51 89 1752 1866 23 1306 1363 1230 1648 1895 831 1040 43 613 1905 632 889 832 1915 737 1412 481 6 880 1460 1660 1850 634 121 1984 949,0
7640,41,-74,537,720,73,1237 2002,,1666 1348 1898 1365 51 656 370 1998 1795 376 288 1905 46 712 1900 624 745 1735 96 735 86 218 1274 807 1445 164 1616 670,0
7641,13,122,448,320,7,2046 1426,,1331 1278 1421 1905 871 1847,0
7642,38,-122,453,604,11,1901,2107 51 1905 1901,,0
7643,31,121,604,453,15,50 51 1340 1302,1688 731 11 1727 51 1239 1905 712 1593 1885 1891 1572,,1
7644,32,35,604,452,56,964,,,0
7645,39,-77,453,604,18,51 1905 1159 1104,2113 1905,1278 772 1905 670,0
7646,43,13,604,453,60,968 1257,,129 1905 740 1813 1554 2072 1536 1647 2054 1092 1333 297 741 1019 1574 723 483 853 2148 687 613 2130 891 1687 540 207 133 2076 1040 1188 1059 967 1596 1393 24 1578 1985 709 6 1079 2060 1912 876 1080 44 359 766 1913 1950 1858 1562 193 1340 1007 2080 175 1544 1193 1304 2044 1915 509 176 1582 324 1934 2045 2082 1324 2101 1935 1306 1417 1824 1547 1917 2102 493 197 1307 2084 345 2121 919 1363 1400 475 87 161 550 957 1586 1309 2049 2086 2123 51 477 1291 1365 1143 1920 551 1754 2124 1162 1569 903 570 330 1810 1866 1348 1903 1200 1034 2107 368 2144 1848 146 2126 91 572 276 517 184,1
7647,19,-65,604,404,101,963 246,,214 1111 1348 2118 1920 1447 1535 1761 1690 51 1668 1520 2136 1905 1504 146 157 740 1565 845 587 1302 1088 1363,0
7648,21,-158,720,480,24,1905 75 856,,,0
7649,41,-73,453,604,23,2068 1067 1404 51,,368 654 660 286 2068 22 1067 891 468 875 2107 551 474 1684 1717 1492 51 1404 1333 1542 1905 1873 1939 2148 1389 707 1263 438 845 466 334 241 1132,0
7650,15,100,604,453,38,1897,297 1304 661 1905 2045,1903 2135 144 1960 541 1905 1823 257 384 2045 1572 2056,1
7651,38,-122,604,402,50,,1903 875 1348 771 166 51 722 1459 310 1872 1324 65 1990,1092 123 1729 969 171 1083 1492 466 1302 1036 656 1920 875 1759 1037 1949 1018 78 1104 2054 2092 876 1446 1133 1038 1494 1095 1931 297 1922 1979 630 1124 1903 22 687 1856 51 336 1011 1258 251 166 1116 1363 318 1990 1933 831 1914 660 698 1325 43 1620 1905 100 385 756 832 870 1915 1070 1963 2049 1840 406 653 1679 891 796 2088 36 2107 1813 65 1728 1348,0
7652,38,-122,604,453,1,,137 2029 610 1920 51 244 740 1840 1681 1363 2144,,0
7653,13,-85,453,604,60,1845,1305,,1
7654,41,-74,720,473,16,1425,,370 986 118 1302,1
7655,53,-8,720,540,54,1393,115 924 968 1359 727 876 51 2042 1905 959 1246 1862 762 185 592,883 712 608 2147 722 551 171 1112 1397 1749 115 296 581 1911 1484 1066 2054 1845 1959 1123 1912 1361 592 668 1333 193 1276 687 184 51 89 593 1885 365 859 1391 888 2123 499 1335 1582 1905 1117 1573 709 101 557 462 1099 1365 1232 1859 197 2021 1052 7 1926 957 36 207 2088 625 815 483 1604 293 740 2032 968,1
7656,31,36,604,453,7,2084 792 78 1905 36 1934,,51 999,1
7657,38,-122,604,453,16,2107 1130 483,687 611 1073 2107 78 177 51 744 1910 1905 1130 657 740 631 1913 2111 483,,0
7658,36,-97,604,453,3,2092 1130,792 1040 853 1920 276 370 722 68 712 807 2122,,0
7659,40,-75,720,511,10,1340 1627,643 2145 737 51 1707 2076 740 1433 2083,1061 1903 2140 919 1744 1431 2146 1365 1717 304 469 1569 51 1157 1905 1548 470 206 1873 1917 251 1340 1214 1544 994 1368 472 1396 1363,0
7660,20,77,604,401,60,976 944,,18 684 943 129 1905 166 1350 2146 1813 1702 1369 740 1924 1258 629 370 1203 1684 1536 833 944 2054 889 297 741 1925 445 1185 704 1500 1870 2092 1981 871 1112 816 483 853 1371 2148 39 502 465 1982 1797 1464 1945 354 1538 835 1908 1649 1113 2075 40 891 77 1798 2094 22 540 614 1021 818 411 41 1447 189 1965 596 2076 1410 744 78 1151 1891 855 763 1947 1096 652 689 1429 1873 1411 79 1578 1171 561 1301 6 709 1061 2023 2060 1024 25 876 617 1265 636 1302 44 1561 1968 1691 1913 211 1192 1340 1488 1969 267 2080 1951 2136 656 730 1877 1914 1933 601 712 953 65 324 2137 1749 2119 1120 121 1934 1509 177 214 2064 362 732 1084 2009 2046 1380 1029 2065 474 1325 2121 1011 271 2047 2084 49 1437 2029 1104 919 1363 87 531 938 346 1086 957 1845 1105 1549 1827 1975 1309 2123 51 1568 2068 1254 1365 1920 792 718 1088 829 1829 1903 1348 2125 830 1644 2144 1626 2107 738 1885 849 516 183 572 2126 128 1238 2089 720 1719 1257 332 2034 36 184 1664 1368,1
7661,21,-158,453,604,18,128 856,,737 517 875 2107 160 689 51 656 112 35 1905 1521 856 752,0
7662,56,24,604,453,34,,,1287 1309 204 1062 1431 74,0
7663,3,73,720,477,44,7 1905 2060,,,1
7664,41,-82,720,480,68,1578 836 51 1583,232 1976,709 1578 2029 2139 836 1403 1766 1211 408 469 51 1052 2031 1250 79 1905 1361 740 1170 1159 1583 439,0
7665,39,22,604,404,31,2070,2068 2070 2136 63,808,1
7666,21,-76,720,578,97,643,1905,807 1434 1871 1130 1396 2137 1548 484 874 1501 1919 551 2033 133 1463 1853 1302 466 371 1131 1340 1445 1920 875 828 1702 724 1389 2054 534 1788 2140 962 1209 1361 297 250 1903 231 896 2084 241 1324 51 469 2008 203 830 802 878 251 460 916 1942 346 1990 508 1914 1563 1715 993 1620 784 1240 1905 974 803 632 2143 186 129 1915 880 1925 405 1716 206 1612 2144 2068 643 35 1365 805 615 1318 197 216 1679 501 919 1755 1423 36 587 74 112 1993 2107 1271 891 654 1889 1908 1120 531 740 1025 1348,0
7667,23,-102,604,453,100,1237 2002,,193 743 1530 51 2136 1256 1207 712 740 845 1302 978,1
7668,42,141,604,453,60,979,2107 19,1128 1905 1572 980 2090 1850 925 740 1369 1832 1536 2054 1203 685 722 297 1074 408 1722 1870 1648 316 427 372 853 483 1445 1649 1538 169 1982 687 1853 2075 817 614 1687 1391 1058 466 448 1040 78 1151 855 763 1318 689 1762 5 1152 449 1263 949 1911 838 24 1301 265 6 2041 1912 1949 913 932 1802 1913 1950 2043 748 1118 785 563 230 2080 767 693 434 1914 508 1618 2099 1637 897 1304 675 712 1693 1915 65 1212 1730 1434 121 1749 177 1916 1324 2064 1361 1028 1435 1898 1639 270 2083 1121 2028 289 1140 308 1011 2084 1104 2029 1363 31 1141 2122 87 1752 679 1882 698 883 1272 643 1013 14 51 1827 1365 1920 921 1088 1569 1033 293 737 1107 1348 830 1903 534 1589 2070 2107 2144 849 387 1127 128 572 1645 276 1682 887 1923 36 1257,0
7669,38,-123,453,604,2,837,,,0
7670,42,-72,540,720,92,1237 2002,,1149 962 308 2057 1920 1040 2146 78 1365 1905 1938 1912 1368 2083 2144,0
7671,-10,-55,720,540,157,1766 46 2137 1302,,,1
7672,46,2,720,540,21,1227 1541 1433,,1908 1920 1942 1304 721 2107 2080 727 2097 2075 51 1118 1404 1905 1262 1120 917 1121 1253 1517 2089,0
7673,41,-112,720,413,13,1969 1052 685 1609,1292 924 330 1969 1887 2107 1920 2119 794 541 1905 404 657 2054 740 1950 1340 439,1798 1589 2128 1985 1683 1969 1903 1920 743 2107 1535 540 1365 2119 1085 1536 766 1333 486 1905 453 871 943 2054 712 1900 531 685 1510 1257 1274 873 763 1363 2144,0
7674,39,-121,720,540,35,1976 602,1976 410 296,,1
7675,19,-71,480,640,4,533 1551,,206 327,0
7676,39,-109,720,540,10,,1920 1772 51 502 2070 2136 1905 1933 1566,1072 104 632 1254 1903 1749 1782 1568 743 1040 39 875 78 540 166 2080 1679 2064 876 51 200 233 1905 1416 1262 866 36 1257 1719 702 1478 1302 1698 1011 1913 1858,1
7677,47,8,604,403,63,33 1837 392 568 51 1862,,2029 2084 137 1435 308 1903 297 33 1590 2151 1920 1805 2080 606 881 18 1905 1509 1306 1460 1702 751 289 1862 1318 1951 1324 1621 2144,1
7678,40,-8,720,540,15,1473,,1061 919 193 1920 105 1090 1905 1350 712 1785 740 1224 1637 1473 879,0
7679,23,-102,604,453,200,1237 2002,1237 2002,1614 712 1207 740 856 2006,0
7680,31,36,604,407,44,1926 1905 2137,671 276 1949 740 1528,1578 847 51 999,1
7681,56,13,720,540,47,1237 2002,,1589 2029 500 121 89 1443 2070 712 916 740 477,0
7682,42,44,604,453,51,1426 1340,,803 1211 78 760 854 1685 1912 136 2144 1616 32,0
7683,24,-76,604,453,8,136,,,1
7684,41,-74,453,604,19,24,1749 1871 436 1905 1829 1302 87 1011,632 1118 1905 2092 475,0
7685,10,-84,604,590,11,1237 2002,,432 1560,0
7686,38,-122,720,430,13,900,,434 748 462 1920 853 1887 447 535 1905 2109 1918 543 659,0
7687,44,-97,427,720,5,,6 51 1074 1905 987 807 483,1749 2102 51 508 999,0
7688,15,-61,604,402,38,236 1782 1905 388,,,1
7689,39,-123,720,540,30,1182,737 475 1278 1840 1291 1451,742 374 1051 853 2080 51 744 1096 1250 1267 1905 1130 1933 1037 1873 1450 1676 2144 197 263,0
7690,3,73,720,540,31,1155,,962 891 1463 1953 1431 540 238 689 2031 161 447 1905 211 712 1845 2060 1363,1
7691,38,-97,720,540,50,1340 1538,,,0
7692,-34,-64,720,540,38,81,,,1
7693,44,12,478,720,5,1087,,,1
7694,42,-71,604,604,10,222 752,1908 1749 1975 639 1365 678 51 227 1412 1302 483,,1
7695,35,-81,604,453,8,1463 1905 483,165 1463 864 1905 483,2084 2128 643 1859 2112 1749 1040 1920 876 1085 937 1509 1905 1922 921 1075 1130 2137 889 1120 609 1412 1434 125 1676 2144 1088,0
7696,-18,35,720,540,126,1657,,,0
7697,22,114,453,604,30,1237 2002,,907 2085 1212 2054 1043 1627,0
7698,-41,174,540,720,49,643 836,,687 2150 1744 1535 78 1905 613 712 1302 1451 2144,0
7699,38,-122,604,453,16,254 1009 284 1374,,1908 610 830 709 1842 2107 875 1832 254 1118 744 51 1905 849 624 1416 2054 1009 1169 740 1004 284 1104 807 2023 1011,0
7700,13,-60,481,720,42,643,,51,0
7701,38,-122,720,477,122,639 1527,,1094 159 517 748 1309 1914 880 286 330 1865 1062 1238 160 413 1744 1117 39 1189 265 837 337 51 1855 1960 134 1135 2147 1905 910 1603 932 591 712 1933 1257 1092 531 168 2093 630 1598 449 1120 1692 2000 284 829 1236 763 1324 1396 483 1572,0
7702,54,-2,720,432,55,1182 592,,,1
7703,40,-106,604,453,46,1920 1905 2105 1088,540 2080 1723 1905 1130 531 2105 1088 1627,,1
7704,46,2,604,453,60,1348 1838,,517 160 727 845,1
7705,15,105,336,448,39,,,,1
7706,47,13,540,720,200,,,1060,1
7707,21,-89,648,484,82,1237 2002,,1452 803 2068 1552 51 365 1207 712 498 1412 2067,1
7708,42,-71,534,720,5,1589,,984 935 171 1920 51 1938 398 1905 712 740 1334 537 1142 873 1616,0
7709,42,12,604,453,81,1393,,2073 2019 370,0
7710,36,-80,540,720,75,1766 1905,,1633 1705 121,0
7711,60,-95,604,453,22,1345 2105,,1600 1551 298 712 1857 1445,0
7712,69,-51,604,453,1,1435 1499,,,1
7713,43,-78,628,419,6,611 502,,1727 2041 1905 129 712 2143 1302 1797 763 1500,0
7714,36,138,720,542,107,483,,225 979 1535 766 1905 712 1077,0
7715,-21,56,720,480,2,737 1905,,737 1905,0
7716,42,-75,501,604,8,2069 976 712,,2040 1820 297 193 853 182 886 2107 1920 2008 2096 276 1811 876 51 1905 1889 712 1933 2054 2066 1318 735 1912 763 389 2083 2144 2089,0
7717,10,-84,466,604,11,177 1905,,1006 2107 1905 432 1560,0
7718,33,-88,719,536,13,,,,0
7719,-21,56,720,540,85,1838,,2136 1559,0
7720,15,100,604,453,43,1897,,1754 1171 1380 1765 159 1573 352 803 869 1749 1788 2107 1777 1255 144 1118 2070 1845 1966 1147 1015 257 1814 1891 2056 1572,0
7721,-5,120,720,540,30,110 947,,1589 2029 1552 601 1905 916 740,1
7722,1,104,540,720,30,1905 706 1054,709 643 792 712 1933 845 1934,,0
7723,42,-71,540,720,19,222 416,,,0
7724,39,-84,604,453,5,958 316,665 540 958 2097 51 552 1333 1905 316,1905,0
7725,34,-118,453,604,7,,,,0
7726,45,-93,720,540,8,,687 1420 221 51 1658 1363,1369 1309 891 1254 1925 1903 919 1062 2085 1920 2107 155 1618 1332 1420 1497 51 491 365 2010 2076 2054 382 2071 1950 1901 845 1340 807 1610 1434 2083 1423 1324 367 796 1011 1363 2045 2144,0
7727,36,-80,604,453,14,2033,737 2064 293 1905 740 36 592 2033 1132 1363,1463 2107 320 744 51 975 134 772 1905 932 1933 1730 982 449 125 1858,0
7728,60,100,604,453,32,,1200 1968,712 921 1966 2080 28 1567 1159 361 570 1672 1891 1758 1834 618 2081 1198 609 1920 913 1759 1151 220 11 1968 1246 1949 106 1892 876 639 1361 1703 2064 297 962 915 1694 1922 649 1903 735 1685 51 1030 1011 1258 517 1600 1182 973 1363 1040 907 1221 1601 917 1905 186 2010 946 1991 2077 2096 1536 1194 1650 681 2144 2049 1498 643 1679 1698 1318 1052 919 1755 2145 1176 1043 2126 36 891 1471 1566 1908 2089 436 2146 1348 550,1
7729,-6,35,453,604,172,1879,1009,129 2090 1535 1905 1572 1979 1350 1813 740 1924 888 1258 925 1369 1073 1647 1573 204 2054 1721 1092 297 630 1333 704 316 1463 575 649 1907 1204 20 890 483 2074 853 1556 1926 261 1815 21 724 169 1649 687 58 817 891 244 651 614 540 1391 22 1521 1336 1965 2076 485 1040 78 1170 1762 634 1892 1189 209 949 2059 1763 764 542 561 2041 1357 1061 2060 1098 876 580 2023 617 1598 7 858 562 1950 1728 1099 1118 1858 452 1340 1914 767 434 915 120 194 564 2007 786 1822 1156 1193 2118 712 1212 1878 694 2137 1471 916 1786 1527 2119 861 1268 1749 380 362 806 1620 1287 29 1158 2046 2083 825 1972 566 11 1917 696 937 1566 1973 1011 586 1030 845 290 1363 1104 642 1123 87 587 698 365 809 273 1050 1309 643 51 125 1365 1920 1957 1939 1976 1754 755 1569 903 1847 2032 182 1033 238 1866 1718 1644 1348 1052 1903 2144 2107 405 849 276 646 572 2126 2015 702 36 1553 517 1257 1368 1035,1
