"latitude"	"longitude"	"width"	"height"	"size"	"quality"	"good"
26	-80	604	453	57	0.0002083242	0
39	-77	540	720	18	4.62962962962963E-005	0
9	-80	221	166	18	0.0004906504	0
40	-112	472	604	6	2.10461331238074E-005	1
54	-2	604	453	3	1.09644313845884E-005	0
33	-117	453	604	5	1.82740523076473E-005	0
35	-81	604	320	20	0.0001034768	0
37	-82	604	453	54	0.0001973598	1
46	-123	604	453	23	8.40606406151777E-005	0
32	-5	604	453	35	0.0001279184	1
32	-111	720	478	1	2.90562529056253E-006	0
-5	120	720	480	31	8.96990740740741E-005	1
43	-89	604	403	6	2.46495653459977E-005	0
38	-122	402	604	35	0.0001441468	0
39	-107	453	604	27	9.86798824612955E-005	1
-21	56	720	540	12	3.08641975308642E-005	0
37	-122	537	720	90	0.0002327747	0
54	-2	604	453	17	6.21317778460009E-005	1
43	-78	720	540	23	5.9156378600823E-005	0
38	-122	604	453	29	0.0001059895	0
40	-105	360	270	47	0.0004835391	1
-29	24	720	540	5	1.28600823045267E-005	0
35	-112	604	453	10	3.65481046152946E-005	0
42	-88	604	453	21	0.000076751	0
31	-92	720	537	26	0.000067246	0
60	-95	453	604	28	0.0001023347	0
53	-8	720	480	15	4.34027777777778E-005	0
34	-118	604	453	7	2.55836732307063E-005	0
38	-97	604	453	24	8.77154510767072E-005	0
17	-89	335	500	6	3.58208955223881E-005	0
32	66	720	540	17	4.3724279835391E-005	1
32	35	604	453	55	0.0002010146	0
31	-92	403	604	68	0.0002793617	0
39	-105	453	604	76	0.0002777656	0
39	-92	720	537	100	0.0002586385	0
44	-116	604	453	5	1.82740523076473E-005	0
22	114	540	720	19	4.88683127572016E-005	1
39	-77	604	453	99	0.0003618262	1
39	22	604	453	52	0.0001900501	0
39	-78	604	453	100	0.000365481	0
33	-85	604	452	35	0.0001282014	0
34	-84	720	540	25	6.43004115226337E-005	0
46	-123	604	453	27	9.86798824612955E-005	0
34	-118	604	453	13	4.7512535999883E-005	0
45	-122	720	404	25	8.59460946094609E-005	1
36	138	640	480	44	0.0001432292	0
9	-80	720	540	200	0.0005144033	0
0	33	604	453	23	8.40606406151777E-005	0
3	73	720	479	1	2.89955926699142E-006	0
50	6	604	453	22	8.04058301536482E-005	0
39	22	720	540	164	0.0004218107	1
43	-78	537	720	7	1.81046968756466E-005	0
41	-74	489	604	24	8.12578718563361E-005	0
43	13	720	540	29	7.45884773662551E-005	0
31	36	453	604	48	0.0001754309	0
43	18	604	453	58	0.000211979	1
43	13	452	604	42	0.0001538416	0
38	-122	604	402	14	5.76587262363678E-005	1
35	136	604	453	23	8.40606406151777E-005	0
40	-105	720	608	5	1.1421783625731E-005	0
42	-75	453	604	32	0.0001169539	0
-23	-42	604	453	14	5.11673464614125E-005	1
47	-122	604	404	38	0.0001557275	0
30	-95	720	540	7	1.80041152263374E-005	0
39	22	604	453	29	0.0001059895	0
20	77	604	453	27	9.86798824612955E-005	1
-21	56	480	640	59	0.0001920573	0
39	35	604	453	57	0.0002083242	0
41	-97	604	453	85	0.0003106589	0
34	-118	720	540	5	1.28600823045267E-005	0
34	-81	604	402	54	0.0002223979	0
33	-97	720	703	105	0.0002074443	0
51	4	604	453	60	0.0002192886	0
-30	-71	604	453	15	5.4822156922942E-005	1
33	-97	540	720	10	2.57201646090535E-005	0
30	-82	604	453	10	3.65481046152946E-005	0
27	78	604	453	19	6.94413987690598E-005	0
40	-76	604	453	5	1.82740523076473E-005	0
18	-66	453	604	39	0.0001425376	1
42	-75	453	604	12	4.38577255383536E-005	0
36	-112	604	453	34	0.0001242636	1
32	-111	604	453	31	0.0001132991	0
54	-2	720	540	102	0.0002623457	0
42	-75	720	537	81	0.0002094972	0
38	-2	604	453	60	0.0002192886	1
32	-111	453	604	8	2.92384836922357E-005	0
15	100	604	453	28	0.0001023347	0
-10	-76	453	604	50	0.0001827405	1
42	-75	612	612	20	5.33982656243325E-005	0
1	104	720	540	50	0.0001286008	0
40	-105	604	401	11	4.54162606728213E-005	1
17	-90	720	540	3	0.000007716	0
37	-95	537	720	33	8.5350713842334E-005	0
19	73	604	453	13	4.7512535999883E-005	0
39	22	720	480	22	6.36574074074074E-005	1
-5	120	453	604	4	1.46192418461179E-005	0
32	35	604	453	24	8.77154510767072E-005	1
46	8	604	453	43	0.0001571568	1
54	-2	480	640	1	3.25520833333333E-006	1
-29	24	604	453	14	5.11673464614125E-005	1
54	-2	453	604	1	3.65481046152947E-006	0
38	-77	604	453	10	3.65481046152946E-005	0
37	-122	540	720	24	6.17283950617284E-005	0
39	-121	480	720	40	0.0001157407	1
7	81	604	453	40	0.0001461924	0
29	-81	720	540	16	4.11522633744856E-005	0
-21	56	600	450	5	1.85185185185185E-005	0
34	-112	604	452	11	4.02918595792065E-005	0
44	-85	720	540	33	8.48765432098765E-005	1
36	-120	604	483	43	0.0001473956	0
40	-106	720	540	26	6.68724279835391E-005	1
34	-118	720	374	23	0.000085413	0
54	-2	537	720	112	0.0002896752	0
39	-77	604	453	33	0.0001206087	0
38	-122	604	453	19	6.94413987690598E-005	0
22	114	604	453	17	6.21317778460009E-005	1
39	22	640	429	37	0.0001347611	0
35	-82	720	540	92	0.0002366255	0
35	137	604	483	16	5.48448576090384E-005	0
35	-116	604	401	11	4.54162606728213E-005	0
36	-120	604	453	50	0.0001827405	0
1	38	604	403	52	0.0002136296	1
15	19	604	452	41	0.0001501787	0
37	-122	720	540	156	0.0004012346	1
56	10	596	604	17	4.72243210809369E-005	0
49	14	404	604	12	4.91771031407777E-005	1
46	-123	600	398	10	0.000041876	0
26	-80	720	576	81	0.0001953125	0
34	-118	604	402	3	1.23554413363645E-005	0
37	-122	720	480	42	0.0001215278	0
30	-87	720	508	4	1.09361329833771E-005	0
32	-5	453	604	31	0.0001132991	0
41	-74	720	540	8	2.05761316872428E-005	0
44	-121	600	389	12	5.1413881748072E-005	0
20	77	538	720	200	0.0005163156	0
43	-71	453	604	8	2.92384836922357E-005	0
38	-122	720	540	28	7.20164609053498E-005	0
35	105	604	403	18	7.39486960379932E-005	0
31	-92	604	453	87	0.0003179685	0
11	-10	604	453	98	0.0003581714	1
20	77	453	604	27	9.86798824612955E-005	1
53	-8	453	604	7	2.55836732307063E-005	0
34	-111	604	453	19	6.94413987690598E-005	0
41	-74	604	453	44	0.0001608117	0
33	-117	453	604	29	0.0001059895	0
36	-78	360	240	6	6.94444444444444E-005	0
-18	175	604	453	58	0.000211979	0
38	-97	604	453	13	4.7512535999883E-005	0
36	-80	595	395	38	0.0001616849	0
34	-111	720	540	9	2.31481481481481E-005	0
34	-118	604	453	4	1.46192418461179E-005	0
30	-98	604	453	18	6.57865883075304E-005	1
19	-72	430	720	100	0.0003229974	0
41	-75	604	453	3	1.09644313845884E-005	0
26	-80	604	453	27	9.86798824612955E-005	0
34	-118	720	540	47	0.0001208848	0
29	-95	604	453	60	0.0002192886	0
-2	-78	453	604	37	0.000135228	1
40	-4	604	453	32	0.0001169539	1
28	75	453	604	59	0.0002156338	1
43	-78	604	453	50	0.0001827405	0
23	-102	720	540	20	5.1440329218107E-005	1
33	-97	450	600	12	4.44444444444444E-005	0
30	31	130	98	10	0.0007849294	0
43	-78	720	540	136	0.0003497942	0
24	102	604	453	5	1.82740523076473E-005	1
35	105	604	403	181	0.0007435952	0
34	-82	403	604	27	0.000110923	0
43	-78	720	479	17	4.92925075388541E-005	1
35	105	604	453	63	0.0002302531	0
38	-97	453	604	15	5.4822156922942E-005	0
47	10	604	452	28	0.0001025611	1
34	-118	720	540	138	0.0003549383	0
39	-123	604	453	22	8.04058301536482E-005	0
36	-115	604	402	59	0.0002429903	0
42	12	453	604	61	0.0002229434	1
35	105	604	453	49	0.0001790857	1
38	-97	604	453	20	7.30962092305893E-005	0
48	-122	604	453	4	1.46192418461179E-005	0
54	-2	453	604	56	0.0002046694	0
-14	-72	720	540	31	7.97325102880658E-005	1
36	-83	720	432	10	3.21502057613169E-005	0
-21	56	414	604	8	3.19928336052724E-005	0
34	-79	604	453	22	8.04058301536482E-005	0
40	-74	720	540	6	1.54320987654321E-005	0
35	111	460	288	1	7.54830917874396E-006	0
60	-95	604	402	41	0.0001688577	1
10	-83	604	403	23	0.00009449	0
7	126	720	540	96	0.0002469136	1
22	114	720	540	29	7.45884773662551E-005	0
36	37	453	604	29	0.0001059895	1
53	-8	720	540	20	5.1440329218107E-005	1
23	-102	453	604	68	0.0002485271	0
37	-122	604	453	13	4.7512535999883E-005	0
31	-92	512	512	1	3.814697265625E-006	0
26	-82	537	720	86	0.0002224291	0
38	-122	604	453	20	7.30962092305893E-005	0
35	-112	720	540	24	6.17283950617284E-005	0
43	13	453	604	9	3.28932941537652E-005	0
30	-98	720	480	7	2.02546296296296E-005	0
31	36	482	720	9	2.59336099585062E-005	0
1	38	720	540	138	0.0003549383	1
22	114	448	336	60	0.0003985969	1
43	-78	604	452	23	8.42466154837953E-005	0
54	-2	604	453	15	5.4822156922942E-005	0
38	-117	540	720	9	2.31481481481481E-005	1
42	-85	720	540	17	4.3724279835391E-005	0
39	22	604	453	54	0.0001973598	1
48	19	537	720	23	5.94868611628388E-005	1
22	114	400	600	14	5.83333333333333E-005	0
54	-2	720	540	26	6.68724279835391E-005	0
44	-73	453	604	100	0.000365481	0
46	-123	720	537	2	5.17277053589903E-006	0
8	-69	720	537	9	2.32774674115456E-005	0
18	-67	604	453	57	0.0002083242	0
39	-77	604	453	30	0.0001096443	0
43	13	300	300	3	3.33333333333333E-005	0
39	-78	720	540	85	0.0002186214	1
42	12	604	453	57	0.0002083242	1
36	-120	604	453	3	1.09644313845884E-005	0
24	121	604	453	4	1.46192418461179E-005	1
-17	-65	604	402	26	0.0001070805	1
-34	-64	300	400	8	6.66666666666667E-005	0
3	73	720	537	3	7.75915580384854E-006	1
-10	-76	604	403	39	0.0001602222	1
38	-122	604	453	18	6.57865883075304E-005	0
38	-122	604	453	18	6.57865883075304E-005	0
41	29	453	604	54	0.0001973598	1
33	-112	453	604	4	1.46192418461179E-005	0
47	8	405	603	8	0.000032758	1
49	2	540	720	7	1.80041152263374E-005	1
33	-117	453	604	16	0.000058477	0
42	-124	720	481	1	2.88750288750289E-006	0
38	-97	500	375	60	0.00032	0
29	-81	385	263	54	0.000533307	0
40	-4	453	604	38	0.0001388828	1
-41	174	604	454	60	0.0002188056	1
26	-98	604	453	21	0.000076751	0
46	-114	720	538	22	5.67947129285419E-005	0
44	-73	453	604	13	4.7512535999883E-005	0
18	-78	500	375	11	5.86666666666667E-005	0
45	27	720	540	12	3.08641975308642E-005	0
37	-122	720	405	22	7.54458161865569E-005	0
36	-115	604	453	14	5.11673464614125E-005	0
32	-111	360	240	8	9.25925925925926E-005	0
21	-156	540	720	199	0.0005118313	0
31	-92	453	604	16	0.000058477	0
43	13	313	235	3	4.07858065393243E-005	1
38	-122	401	604	8	0.00003303	0
23	-102	720	537	18	4.65549348230912E-005	0
40	-4	454	604	17	6.19949237097762E-005	0
44	-114	720	540	97	0.0002494856	1
44	-70	604	453	21	0.000076751	1
24	-76	604	411	23	9.26507790722031E-005	0
36	-6	604	453	60	0.0002192886	1
43	-85	536	720	73	0.0001891584	0
27	30	604	453	60	0.0002192886	1
39	22	514	391	43	0.000213958	0
34	-112	604	453	33	0.0001206087	0
36	138	720	524	13	3.44571670907549E-005	0
37	-122	604	340	14	0.000068173	0
39	-107	360	270	82	0.0008436214	1
1	32	604	453	58	0.000211979	1
21	-158	720	540	7	1.80041152263374E-005	0
35	-112	720	540	2	0.000005144	1
15	100	539	720	15	3.86518243661101E-005	1
41	-74	453	604	6	2.19288627691768E-005	0
-20	58	453	604	18	6.57865883075304E-005	0
35	-83	604	453	40	0.0001461924	0
46	2	720	540	37	9.51646090534979E-005	1
41	-74	604	344	17	8.18188818727861E-005	0
4	-72	523	720	45	0.0001195029	0
46	2	604	453	35	0.0001279184	0
21	-158	200	150	31	0.0010333333	0
35	105	720	481	200	0.0005775006	1
-33	-69	720	305	51	0.0002322404	1
15	19	500	408	14	6.86274509803922E-005	0
26	51	540	720	66	0.0001697531	1
33	-112	720	540	130	0.0003343621	1
28	-82	720	540	8	2.05761316872428E-005	0
44	-70	720	540	49	0.0001260288	0
23	-102	406	720	96	0.0003284072	1
26	-80	448	604	34	0.0001256504	0
15	19	604	453	22	8.04058301536482E-005	0
35	38	480	720	74	0.0002141204	0
42	-75	604	453	10	3.65481046152946E-005	0
45	-69	720	540	57	0.0001466049	0
36	140	448	604	46	0.0001699976	1
45	-116	604	453	60	0.0002192886	0
23	-102	720	540	100	0.0002572016	0
41	-99	720	540	56	0.0001440329	0
-10	-55	604	405	55	0.0002248385	0
43	13	604	453	1	3.65481046152947E-006	0
-6	35	720	540	27	6.94444444444444E-005	1
38	-97	720	405	37	0.0001268861	0
-30	-71	604	453	46	0.0001681213	1
48	107	720	540	5	1.28600823045267E-005	0
22	114	720	537	4	1.03455410717981E-005	0
38	-122	400	600	54	0.000225	0
24	121	453	604	100	0.000365481	0
36	-79	604	453	7	2.55836732307063E-005	0
9	-80	604	453	59	0.0002156338	0
47	8	604	453	20	7.30962092305893E-005	0
35	136	604	404	11	0.000045079	1
46	-123	528	720	15	3.94570707070707E-005	0
31	36	540	720	161	0.0004140947	0
20	77	0	0	89	"#DIV/0!"	0
39	-77	433	604	2	7.64724775553279E-006	0
39	-76	604	402	41	0.0001688577	0
48	8	720	479	33	9.56854558107168E-005	1
37	-122	540	720	7	1.80041152263374E-005	0
-21	56	537	720	101	0.0002612249	0
42	-76	720	480	34	9.83796296296296E-005	0
-22	17	720	481	17	4.90875490875491E-005	1
-29	24	720	540	35	9.00205761316872E-005	0
16	-90	453	604	169	0.000617663	1
54	-2	453	604	200	0.0007309621	1
42	-75	604	453	59	0.0002156338	0
34	-118	604	402	32	0.0001317914	0
31	36	453	604	61	0.0002229434	0
40	-120	604	453	195	0.000712688	0
44	-91	604	453	50	0.0001827405	0
38	127	604	453	50	0.0001827405	1
39	35	720	540	29	7.45884773662551E-005	1
-35	-59	720	426	29	9.45487741262389E-005	1
38	-78	720	592	1	2.3460960960961E-006	0
43	-71	720	483	61	0.0001754083	0
18	-78	604	453	41	0.0001498472	0
39	-84	600	450	10	0.000037037	0
38	-122	604	404	63	0.0002581798	0
51	4	720	540	14	3.60082304526749E-005	1
42	-75	720	480	50	0.0001446759	0
34	-120	720	481	4	0.00001155	0
62	10	600	451	11	4.0650406504065E-005	0
54	-2	604	339	71	0.0003467542	1
54	-2	720	540	4	1.02880658436214E-005	0
-21	56	720	540	12	3.08641975308642E-005	0
28	-83	720	479	43	0.000124681	0
12	103	604	406	60	0.0002446743	1
35	105	308	400	38	0.0003084416	0
31	-92	466	604	16	5.6845635676321E-005	0
49	2	720	720	25	4.82253086419753E-005	1
-21	56	604	453	37	0.000135228	0
39	-87	604	453	32	0.0001169539	0
45	-86	604	223	8	5.9394767320999E-005	0
-27	133	720	105	103	0.0013624339	0
7	-10	512	384	5	2.54313151041667E-005	0
46	2	600	600	100	0.0002777778	1
-21	56	604	453	42	0.000153502	0
33	-118	720	540	13	3.34362139917695E-005	1
43	-89	604	453	23	8.40606406151777E-005	0
21	-158	600	400	35	0.0001458333	0
-7	39	482	720	38	0.0001094975	1
48	-122	720	540	13	3.34362139917695E-005	1
37	-122	604	453	6	2.19288627691768E-005	0
26	100	720	540	21	5.40123456790123E-005	0
20	77	604	453	199	0.0007273073	0
51	9	604	453	39	0.0001425376	0
30	-98	720	540	11	2.82921810699588E-005	0
43	13	720	540	37	9.51646090534979E-005	0
43	25	604	402	17	7.00141675727324E-005	1
40	-89	720	540	52	0.0001337449	0
39	-77	540	720	100	0.0002572016	0
39	-76	604	453	72	0.0002631464	1
30	-98	604	452	37	0.0001355272	0
10	-85	453	604	60	0.0002192886	1
19	-104	720	540	68	0.0001748971	1
35	105	540	720	200	0.0005144033	0
38	-122	604	401	22	9.08325213456425E-005	1
32	35	720	540	32	8.23045267489712E-005	0
47	-112	720	479	110	0.0003189515	0
38	-122	604	453	28	0.0001023347	0
15	100	453	604	20	7.30962092305893E-005	0
35	105	720	540	38	9.77366255144033E-005	1
19	110	453	604	35	0.0001279184	1
37	140	604	404	4	1.63923677135926E-005	0
-32	116	403	603	2	8.23014785460621E-006	0
33	-80	604	453	32	0.0001169539	0
40	-83	720	540	8	2.05761316872428E-005	0
3	113	604	453	28	0.0001023347	1
1	104	480	720	200	0.0005787037	0
38	-84	568	720	10	2.4452269170579E-005	0
-21	56	720	540	43	0.0001105967	0
10	-84	720	540	99	0.0002546296	1
39	-77	540	720	22	5.65843621399177E-005	0
21	57	604	453	53	0.000193705	1
60	-95	720	540	19	4.88683127572016E-005	0
56	10	453	604	8	2.92384836922357E-005	1
-21	56	604	451	12	4.40522165606966E-005	0
39	22	604	452	53	0.0001941335	1
37	-122	720	540	26	6.68724279835391E-005	0
46	2	604	453	44	0.0001608117	1
23	-102	500	720	11	3.05555555555555E-005	0
21	-156	604	453	48	0.0001754309	1
42	-72	720	430	11	3.55297157622739E-005	0
34	-118	604	453	2	7.30962092305893E-006	1
38	-122	720	478	21	6.10181311018131E-005	0
43	-78	453	604	18	6.57865883075304E-005	0
13	122	720	482	26	7.49193176579069E-005	1
22	-80	718	528	147	0.0003877564	0
53	-8	720	540	40	0.0001028807	0
33	-97	604	453	20	7.30962092305893E-005	0
21	-158	720	540	127	0.0003266461	0
33	65	453	604	96	0.0003508618	0
23	-102	537	720	99	0.0002560521	1
-27	133	604	453	9	3.28932941537652E-005	0
9	100	720	540	21	5.40123456790123E-005	1
20	77	720	480	44	0.0001273148	0
41	-72	720	530	6	1.57232704402516E-005	1
39	-79	720	540	78	0.0002006173	0
40	-80	604	453	8	2.92384836922357E-005	0
35	-120	604	453	40	0.0001461924	1
40	-4	604	453	102	0.0003727907	1
10	-69	436	604	41	0.0001556899	0
-34	151	720	480	152	0.0004398148	1
40	-80	554	416	2	8.67814495973341E-006	0
38	-122	720	537	66	0.0001707014	1
30	-98	604	453	1	3.65481046152947E-006	0
31	-92	604	453	10	3.65481046152946E-005	0
36	-115	453	604	18	6.57865883075304E-005	1
43	-78	604	453	11	4.02029150768241E-005	0
44	-94	604	405	38	0.000155343	0
39	-124	320	240	11	0.0001432292	1
38	-122	604	408	6	2.43474873393066E-005	0
42	-75	604	453	2	7.30962092305893E-006	0
23	-102	604	452	32	0.0001172127	0
60	-95	604	453	51	0.0001863953	1
35	105	720	537	45	0.0001163873	0
-15	-49	453	604	100	0.000365481	0
40	-75	604	402	8	3.29478435636388E-005	0
48	-122	720	405	7	2.40054869684499E-005	0
60	100	453	604	18	6.57865883075304E-005	0
46	-123	604	453	23	8.40606406151777E-005	0
38	-122	540	720	3	0.000007716	0
10	-84	604	453	195	0.000712688	1
22	114	453	604	48	0.0001754309	0
35	105	604	453	90	0.0003289329	0
30	-98	604	453	94	0.0003435522	0
41	-74	604	453	24	8.77154510767072E-005	0
24	-76	604	453	32	0.0001169539	0
21	-158	720	537	24	6.20732464307883E-005	0
40	-112	604	403	60	0.0002464957	0
38	-122	604	453	17	6.21317778460009E-005	1
36	140	604	453	8	2.92384836922357E-005	0
48	19	405	604	60	0.0002452784	0
1	38	540	720	43	0.0001105967	1
35	-107	720	540	52	0.0001337449	1
43	13	523	507	4	1.50851746674662E-005	1
20	77	453	604	26	9.50250719997661E-005	1
3	113	604	403	57	0.0002341709	0
41	-74	720	660	3	6.31313131313131E-006	0
44	-73	537	720	39	0.000100869	0
38	-97	604	453	28	0.0001023347	1
37	-122	604	453	13	4.7512535999883E-005	0
39	-86	604	486	65	0.0002214319	0
52	0	604	449	11	4.05610702222747E-005	0
39	35	640	480	20	6.51041666666667E-005	0
56	38	604	453	60	0.0002192886	1
50	20	720	537	19	4.91413200910408E-005	0
43	-78	478	604	55	0.0001905013	0
43	13	600	450	60	0.0002222222	0
43	13	600	450	60	0.0002222222	0
35	105	604	453	21	0.000076751	0
35	105	604	453	60	0.0002192886	0
37	-122	720	479	10	2.89955926699142E-005	1
-10	-55	540	720	14	3.60082304526749E-005	1
16	-87	540	720	167	0.0004295267	0
43	13	720	480	57	0.0001649306	1
42	-72	604	402	54	0.0002223979	0
42	-84	720	540	13	3.34362139917695E-005	0
38	-122	720	431	12	3.86697602474865E-005	0
40	-8	540	720	16	4.11522633744856E-005	0
-21	56	432	324	112	0.0008001829	0
-21	56	604	404	19	7.78637466395646E-005	0
60	-95	604	453	53	0.000193705	1
36	-120	604	453	34	0.0001242636	1
-18	175	604	453	18	6.57865883075304E-005	0
40	-77	604	453	26	9.50250719997661E-005	0
34	-91	604	339	4	1.95354470687062E-005	0
34	-118	468	604	5	1.7688345502915E-005	0
20	77	453	604	59	0.0002156338	1
43	13	720	540	29	7.45884773662551E-005	1
34	-118	720	540	28	7.20164609053498E-005	0
22	114	604	402	160	0.0006589569	0
60	-95	480	720	78	0.0002256944	0
41	-111	720	540	98	0.0002520576	0
34	-118	453	604	60	0.0002192886	0
-5	55	604	453	11	4.02029150768241E-005	1
42	-71	720	480	34	9.83796296296296E-005	0
20	77	540	720	1	0.000002572	0
20	77	540	720	1	0.000002572	0
-6	107	604	453	38	0.0001388828	0
34	-83	604	453	22	8.04058301536482E-005	0
14	-89	453	604	60	0.0002192886	1
-22	17	604	401	35	0.0001445063	0
51	9	604	453	116	0.000423958	0
53	6	540	720	178	0.0004578189	0
-30	-71	720	540	13	3.34362139917695E-005	1
33	-112	720	405	6	2.05761316872428E-005	0
47	9	453	604	54	0.0001973598	1
-21	56	604	453	7	2.55836732307063E-005	0
-21	56	604	453	7	2.55836732307063E-005	0
39	-108	540	720	9	2.31481481481481E-005	1
45	-116	453	604	17	6.21317778460009E-005	0
34	-78	480	720	4	1.15740740740741E-005	0
39	22	604	453	19	6.94413987690598E-005	0
51	9	720	540	17	4.3724279835391E-005	0
30	-98	604	453	17	6.21317778460009E-005	0
35	105	720	540	91	0.0002340535	1
41	2	453	604	137	0.000500709	1
41	-74	604	453	21	0.000076751	1
38	-122	720	479	84	0.000243563	0
38	-122	720	482	4	0.000011526	1
37	-122	604	403	20	8.21652178199924E-005	1
46	2	537	720	133	0.0003439892	1
51	-1	604	453	8	2.92384836922357E-005	0
43	13	540	720	9	2.31481481481481E-005	0
39	-123	720	540	57	0.0001466049	0
43	13	720	480	52	0.000150463	0
62	15	588	535	37	0.0001176171	0
33	-82	604	453	38	0.0001388828	0
38	-122	720	540	39	0.0001003086	0
44	7	480	720	11	3.18287037037037E-005	0
46	2	604	402	19	7.82511284636421E-005	1
23	-102	500	332	4	2.40963855421687E-005	1
42	12	720	540	183	0.000470679	1
37	-122	720	540	33	8.48765432098765E-005	0
47	13	720	536	27	6.99626865671642E-005	0
-38	145	425	604	15	0.000058434	1
-10	-55	604	402	10	4.11848044545484E-005	1
36	138	604	403	52	0.0002136296	0
31	-92	604	453	22	8.04058301536482E-005	0
37	-122	451	604	29	0.0001064595	0
39	-85	604	453	41	0.0001498472	0
15	19	604	401	11	4.54162606728213E-005	1
38	-122	402	603	5	2.06265521480491E-005	0
-23	-43	604	453	59	0.0002156338	0
41	-74	720	540	5	1.28600823045267E-005	0
33	-87	639	480	18	5.86854460093897E-005	0
38	-123	720	540	3	0.000007716	0
37	-122	604	453	23	8.40606406151777E-005	0
40	-4	604	453	150	0.0005482216	1
38	-122	479	720	8	2.31964741359313E-005	1
21	-88	604	453	15	5.4822156922942E-005	1
60	-95	720	540	43	0.0001105967	0
34	-84	720	540	42	0.0001080247	0
-34	-64	500	375	57	0.000304	0
29	-98	604	453	2	7.30962092305893E-006	0
45	-116	720	480	43	0.0001244213	0
57	61	604	356	18	8.37115856834586E-005	0
62	15	604	403	52	0.0002136296	1
46	-94	604	455	7	2.54712175241977E-005	0
42	12	604	453	91	0.0003325878	0
-29	24	720	540	73	0.0001877572	0
30	-86	375	500	14	7.46666666666667E-005	0
28	-82	640	480	26	8.46354166666667E-005	0
31	36	604	453	14	5.11673464614125E-005	0
35	105	720	540	29	7.45884773662551E-005	0
35	105	604	453	24	8.77154510767072E-005	0
54	10	453	604	106	0.0003874099	0
38	-122	604	453	32	0.0001169539	0
48	-117	453	604	53	0.000193705	0
39	22	720	537	34	8.79370991102835E-005	1
-27	133	720	480	119	0.0003443287	1
53	-8	604	453	18	6.57865883075304E-005	1
38	-122	720	492	24	6.77506775067751E-005	0
31	-92	604	453	44	0.0001608117	0
22	114	453	604	60	0.0002192886	1
45	-116	600	600	2	5.55555555555556E-006	0
35	105	720	404	200	0.0006875688	0
18	-78	720	481	171	0.000493763	0
42	-93	604	453	28	0.0001023347	0
40	-121	720	480	81	0.000234375	0
60	-95	453	604	58	0.000211979	0
52	0	604	400	13	5.38079470198676E-005	0
39	-77	375	500	170	0.0009066667	0
49	2	604	394	2	8.40420882778095E-006	0
52	0	480	720	40	0.0001157407	0
54	-2	453	604	13	4.7512535999883E-005	0
51	4	604	404	59	0.0002417874	1
-20	58	604	453	60	0.0002192886	1
34	-117	720	540	103	0.0002649177	0
35	105	540	720	85	0.0002186214	0
37	-122	604	401	15	6.19312645538472E-005	0
45	-92	604	452	23	8.42466154837953E-005	0
14	-89	720	518	9	2.41312741312741E-005	0
42	-73	604	453	126	0.0004605061	0
39	-77	540	720	57	0.0001466049	0
1	104	604	452	29	0.000106224	1
35	105	453	604	17	6.21317778460009E-005	1
38	-78	480	274	4	3.04136253041363E-005	0
31	-91	617	352	3	1.38131722410491E-005	0
35	-81	604	403	8	3.2866087127997E-005	0
45	-88	604	453	50	0.0001827405	0
40	-4	604	453	11	4.02029150768241E-005	0
47	8	448	604	77	0.0002845613	0
-10	-55	720	540	11	2.82921810699588E-005	0
36	-120	604	452	32	0.0001172127	0
41	2	453	604	15	5.4822156922942E-005	0
13	-70	604	453	47	0.0001717761	0
45	20	600	400	6	0.000025	0
46	2	604	453	16	0.000058477	0
54	-2	250	380	6	6.31578947368421E-005	0
38	-123	720	478	7	2.03393770339377E-005	0
38	-122	340	604	24	0.0001168679	0
18	-78	604	407	2	8.1357697251737E-006	1
17	-4	604	404	188	0.0007704413	1
1	104	600	450	13	4.81481481481481E-005	0
60	-95	540	720	76	0.0001954733	1
31	-92	160	120	11	0.0005729167	0
30	-98	720	489	19	0.000053965	0
42	-76	528	604	12	3.76279349789284E-005	0
56	-3	540	720	23	5.9156378600823E-005	0
15	19	537	720	34	8.79370991102835E-005	0
15	100	720	720	81	0.00015625	1
62	15	604	402	49	0.0002018055	0
60	100	453	604	64	0.0002339079	1
39	22	604	453	6	2.19288627691768E-005	1
-29	24	604	403	1	4.10826089099962E-006	0
-6	35	453	604	53	0.000193705	1
17	-95	604	339	59	0.0002881478	0
4	-56	203	166	48	0.0014244169	0
41	-74	448	604	2	7.39120151371807E-006	0
25	122	720	540	80	0.0002057613	1
13	-85	720	479	142	0.0004117374	0
21	-158	540	720	14	3.60082304526749E-005	0
22	114	604	452	35	0.0001282014	1
25	45	453	604	10	3.65481046152946E-005	0
33	-112	604	453	100	0.000365481	0
42	44	720	540	42	0.0001080247	0
18	-67	720	537	54	0.0001396648	0
43	-85	540	720	68	0.0001748971	0
37	-122	604	403	29	0.0001191396	0
42	-76	604	402	30	0.0001235544	1
21	-158	720	540	11	2.82921810699588E-005	0
37	-122	720	405	12	4.11522633744856E-005	0
35	-121	720	480	17	4.91898148148148E-005	0
46	-123	540	720	30	7.71604938271605E-005	0
4	-72	604	453	60	0.0002192886	0
35	-86	600	590	13	3.67231638418079E-005	0
33	13	604	485	8	2.7309346623882E-005	0
32	35	604	453	8	2.92384836922357E-005	0
1	104	453	604	30	0.0001096443	0
37	-122	720	540	8	2.05761316872428E-005	0
54	10	720	540	4	1.02880658436214E-005	1
42	44	720	481	8	0.0000231	0
41	-74	604	453	22	8.04058301536482E-005	0
